task_id,task_index,prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
HumanEval/0,1,,spec_eval,9,1,1,1,0,6901,6901,syntax_range_paren,syntax_range_paren,1.000,999,2487 1172 624 262 5109 10614 741 262 369 600 304 2088, body only.\n    numbers.sort()\n    for i in range,7,(,6901,(len,(len,0,draft_token_mismatch,1,0,0,0.00010620000102790073,0.027911600001971237,0.00015410000196425244
HumanEval/0,1,,spec_eval,10,1,1,1,0,47207,47207,strong_ctx5,strong_ctx5,1.000,1,1172 624 262 5109 10614 741 262 369 600 304 2088 6901, only.\n    numbers.sort()\n    for i in range(len,63779,(Graph,47207,(numbers,(numbers,0,draft_token_mismatch,2,0,0,9.390000195708126e-05,0.025081300002057105,0.00016069999401224777
HumanEval/0,1,,spec_eval,13,1,1,1,0,220,220,syntax_minus_one,syntax_minus_one,0.930,999,5109 10614 741 262 369 600 304 2088 6901 47207 8 481, numbers.sort()\n    for i in range(len(numbers) -,16,1,220, , ,0,draft_token_mismatch,3,0,0,0.00010769999789772555,0.02764059999753954,0.00011729999823728576
HumanEval/0,1,,spec_eval,25,1,1,1,0,5109,5109,syntax_minus_one,syntax_minus_one,0.930,999,220 16 982 286 421 5109 989 488 220 16 60 481, 1):\n        if numbers[i + 1] -,16,1,5109, numbers, numbers,0,draft_token_mismatch,4,0,0,0.00011989999620709568,0.027271599996311124,0.00016590000450378284
HumanEval/0,1,,spec_eval,34,1,2,2,1,262,262,syntax_return_terminal,syntax_return_terminal|syntax_dedent_after_terminal,1.000|0.940,999|999,16 60 481 5109 989 60 366 12171 510 310 470 3007,1] - numbers[i] < threshold:\n            return True,198 286,\n       ,198 262,\n   ,   ,1,draft_token_mismatch,5,0,1,0.00010350000229664147,0.032189900004595984,0.00018419999832985923
HumanEval/0,1,,spec_eval,38,1,1,1,0,1406,1406,syntax_return_terminal,syntax_return_terminal,1.000,999,989 60 366 12171 510 310 470 3007 198 262 470 3557,[i] < threshold:\n            return True\n    return False,198,\n,1406,\n\n\n,\n\n\n,0,draft_token_mismatch,6,0,0,8.809999417280778e-05,0.026903400001174305,0.00011860000086016953
HumanEval/1,2,,spec_eval,27,1,1,1,0,369,369,strong_ctx5,strong_ctx5,1.000,1,2730 284 8389 262 1787 620 9151 284 220 15 198 262," temp = """"\n    open_paren = 0\n   ",10619, priority,369, for, for,0,draft_token_mismatch,1,0,0,0.00011939999967580661,0.027547899997443892,0.00014760000340174884
HumanEval/1,2,,spec_eval,47,1,1,1,0,286,286,syntax_same_indent_simple_assign,syntax_same_indent_simple_assign,0.880,999,1161 621 33579 510 310 1787 620 9151 1421 220 16 198," char == ""("":\n            open_paren += 1\n",310,           ,286,       ,       ,0,draft_token_mismatch,2,0,0,0.0013657000017701648,0.027254399996309076,0.000145500001963228
HumanEval/1,2,,spec_eval,48,1,1,1,0,4409,4409,det_ctx5,det_ctx5,1.000,2,621 33579 510 310 1787 620 9151 1421 220 16 198 286," == ""("":\n            open_paren += 1\n       ",1290, right,4409, elif, elif,0,draft_token_mismatch,3,0,0,0.00012870000500697643,0.028094299996155314,0.00014650000230176374
HumanEval/1,2,,spec_eval,61,1,1,1,0,286,286,det_ctx4,det_ctx4,1.000,2,1161 621 12310 4660 310 1787 620 9151 5982 220 16 198," char == "")"":\n            open_paren -= 1\n",262,   ,286,       ,       ,0,draft_token_mismatch,4,0,0,9.929999941959977e-05,0.028004400002828334,0.00012419999984558672
